timestamp,percent,intensity,state,hand_closed
1746066236.8876464,12,0,0,0
1746066236.9651206,12,0,0,0
1746066237.020736,12,0,0,0
1746066237.0880358,12,0,0,0
1746066237.1542673,12,0,0,0
1746066237.2182271,12,0,0,0
1746066237.301141,12,0,0,0
1746066237.3660853,11,0,0,0
1746066237.4301355,11,0,0,0
1746066237.4898932,11,0,0,0
1746066237.5544643,11,0,0,0
1746066237.6325486,11,0,0,0
1746066237.7012827,11,0,0,0
1746066237.7647753,11,0,0,0
1746066237.8194847,11,0,0,0
1746066237.8906877,11,0,0,0
1746066237.9534245,11,0,0,0
1746066238.0344973,11,0,0,0
1746066238.0944815,11,0,0,0
1746066238.1707757,11,0,0,0
1746066238.2250943,11,0,0,0
1746066238.2958534,11,0,0,0
1746066238.34793,11,0,0,0
1746066238.4331698,10,0,0,0
1746066238.5089352,10,0,1,0
1746066238.667834,10,10,1,0
1746066238.7556245,10,20,1,0
1746066238.8389108,10,30,1,0
1746066238.9330816,10,40,1,0
1746066239.0332325,10,50,1,0
1746066239.1358094,10,60,1,0
1746066239.224117,10,70,1,0
1746066239.3368983,10,80,1,0
1746066239.4203598,10,90,1,0
1746066239.5044289,10,100,1,0
1746066239.5943756,10,110,1,0
1746066239.697679,10,120,1,0
1746066239.7915916,10,130,1,0
1746066239.8807936,10,140,1,0
1746066239.9717758,9,150,1,0
1746066240.0680392,10,160,1,1
1746066240.1304424,11,160,2,1
1746066240.1980352,11,160,2,1
1746066240.2745447,12,160,2,1
1746066240.338699,13,160,2,1
1746066240.407542,13,160,2,1
1746066240.4760828,14,160,2,1
1746066240.5315711,14,160,2,1
1746066240.5909297,15,160,2,1
1746066240.6799197,16,160,2,1
1746066240.7342763,16,160,2,1
1746066240.801202,17,160,2,1
1746066240.863615,18,160,2,1
1746066240.939943,18,160,2,1
1746066240.9896188,19,160,2,1
1746066241.0769205,19,160,2,1
1746066241.135297,20,160,2,1
1746066241.2030325,21,160,2,1
1746066241.2645464,21,160,2,1
1746066241.324731,22,160,2,1
1746066241.4040399,22,160,2,0
1746066241.4737966,22,160,3,0
1746066241.5577648,22,150,3,0
1746066241.6477754,22,140,3,0
1746066241.7376444,22,130,3,0
1746066241.84385,22,120,3,0
1746066241.9267504,22,110,3,0
1746066242.016537,21,100,3,0
1746066242.1227846,21,90,3,0
1746066242.2227678,21,80,3,0
1746066242.3150105,21,70,3,0
1746066242.401656,21,60,3,0
1746066242.505495,21,50,3,0
1746066242.590364,21,40,3,0
1746066242.6824913,21,30,3,0
1746066242.7766485,21,20,3,0
1746066242.8684318,21,10,3,0
1746066242.9592576,21,0,3,0
1746066243.0517542,21,0,0,0
1746066243.0844154,21,0,0,0
1746066243.1421523,21,0,0,0
1746066243.202946,21,0,0,0
1746066243.292193,21,0,0,0
1746066243.3311832,20,0,0,0
1746066243.4131281,20,0,0,0
1746066243.4766743,20,0,0,0
1746066243.534841,20,0,0,0
1746066243.6007166,20,0,0,0
1746066243.654317,20,0,0,0
1746066243.710058,20,0,0,0
1746066243.8029945,20,0,0,0
1746066243.8823533,20,0,0,0
1746066243.934727,20,0,0,0
1746066243.9963245,20,0,0,0
1746066244.0479846,20,0,0,0
1746066244.120175,20,0,0,0
1746066244.2041512,20,0,0,0
1746066244.273078,20,0,0,0
1746066244.33292,20,0,0,0
1746066244.415733,19,0,0,0
1746066244.4510844,19,0,0,0
1746066244.5128543,19,0,0,0
1746066244.610021,19,0,0,0
1746066244.66621,19,0,0,0
1746066244.7311428,19,0,0,0
1746066244.7920878,19,0,0,0
1746066244.8459907,19,0,0,0
1746066244.9150898,19,0,0,0
1746066245.0048816,19,0,0,0
1746066245.0687778,19,0,0,0
1746066245.1462617,19,0,0,0
1746066245.1823559,19,0,0,0
1746066245.2416816,19,0,0,0
1746066245.3111596,19,0,0,0
1746066245.4032655,19,0,0,0
1746066245.4691918,18,0,0,0
1746066245.550084,18,0,0,0
1746066245.5827222,18,0,0,0
1746066245.6519535,18,0,0,0
1746066245.7075484,18,0,0,0
1746066245.8089952,18,0,0,0
1746066245.8777282,18,0,0,0
1746066245.9246645,18,0,0,0
1746066245.982646,18,0,0,0
1746066246.0480325,18,0,0,0
1746066246.110661,18,0,0,0
1746066246.2024393,18,0,0,0
1746066246.2859623,18,0,0,0
1746066246.3238492,18,0,0,0
1746066246.3849647,18,0,0,0
1746066246.4479773,18,0,0,0
1746066246.5160732,17,0,0,0
1746066246.6078122,17,0,0,0
1746066246.6678455,17,0,0,0
1746066246.7200935,17,0,0,0
1746066246.786788,17,0,0,0
1746066246.8479729,17,0,0,0
1746066246.9060879,17,0,0,0
1746066247.0043972,17,0,0,0
1746066247.063894,17,0,0,0
1746066247.1218028,17,0,0,0
1746066247.1832461,17,0,0,0
1746066247.2511256,17,0,0,0
1746066247.3145883,17,0,0,0
1746066247.4363508,17,0,0,0
1746066247.4708307,17,0,0,0
1746066247.5216544,17,0,0,0
1746066247.5862823,16,0,0,0
1746066247.6491668,16,0,0,0
1746066247.7201107,16,0,0,0
1746066247.7997978,16,0,0,0
1746066247.8582323,16,0,0,0
1746066247.9209018,16,0,0,0
1746066247.9853156,16,0,0,0
1746066248.0479429,16,0,0,0
1746066248.118997,16,0,0,0
1746066248.1910725,16,0,0,0
1746066248.2565389,16,0,0,0
1746066248.3168726,16,0,0,0
1746066248.3861008,16,0,0,0
1746066248.4455245,16,0,0,0
1746066248.507804,16,0,0,0
1746066248.59355,16,0,0,0
1746066248.658022,15,0,0,0
1746066248.7176647,15,0,0,0
1746066248.7861614,15,0,0,0
1746066248.848629,15,0,0,0
1746066248.9275713,15,0,0,0
1746066248.9901206,15,0,0,0
1746066249.0558577,15,0,0,0
1746066249.1179166,15,0,0,0
1746066249.1841106,15,0,0,0
1746066249.2452908,15,0,0,0
1746066249.3252926,15,0,0,0
1746066249.3877184,15,0,0,0
1746066249.4579387,15,0,0,0
1746066249.5200996,15,0,0,0
1746066249.5829377,15,0,0,0
1746066249.657241,15,0,0,0
1746066249.72693,14,0,0,0
1746066249.7897122,14,0,0,0
1746066249.8574126,14,0,0,0
1746066249.920285,14,0,0,0
1746066249.9841127,14,0,0,0
1746066250.0611088,14,0,0,0
1746066250.1310112,14,0,0,0
1746066250.1902359,14,0,0,0
1746066250.2646706,14,0,0,0
1746066250.3198633,14,0,0,0
1746066250.3799427,14,0,0,0
1746066250.461152,14,0,0,0
1746066250.5254335,14,0,0,0
1746066250.5991874,14,0,0,0
1746066250.6566803,14,0,0,0
1746066250.7178187,14,0,0,0
1746066250.8062468,13,0,0,0
1746066250.8619337,13,0,1,0
1746066251.0179515,13,10,1,0
1746066251.1061194,13,20,1,0
1746066251.1935725,13,30,1,0
1746066251.2800896,13,40,1,0
1746066251.3708718,13,50,1,0
1746066251.458692,13,60,1,0
1746066251.5453537,13,70,1,0
1746066251.6305003,13,80,1,0
1746066251.7193012,13,90,1,0
1746066251.8257153,13,100,1,0
1746066251.9135795,13,110,1,0
1746066252.0001276,13,120,1,0
1746066252.0863962,13,130,1,0
1746066252.1907313,13,140,1,0
1746066252.279051,12,150,1,0
1746066252.3713093,12,160,1,0
1746066252.4574223,12,170,1,0
1746066252.5621376,12,180,1,0
1746066252.6419344,12,190,1,0
1746066252.7286253,12,200,1,0
1746066252.814197,12,210,1,0
1746066252.892367,12,220,1,0
1746066252.990572,12,230,1,0
1746066253.0759962,12,240,1,0
1746066253.1690364,12,250,1,0
1746066253.2563481,12,255,1,0
1746066253.3568022,12,255,1,0
1746066253.4412816,12,255,1,0
1746066253.5324187,12,255,1,0
1746066253.626049,12,255,1,0
1746066253.7307649,12,255,1,1
1746066253.80535,13,255,2,1
1746066253.8759472,13,255,2,1
1746066253.9353878,14,255,2,1
1746066253.9963858,15,255,2,1
1746066254.0619822,15,255,2,1
1746066254.126282,16,255,2,1
1746066254.2152293,17,255,2,1
1746066254.2695389,17,255,2,1
1746066254.3347406,18,255,2,1
1746066254.3990347,18,255,2,1
1746066254.4594407,19,255,2,1
1746066254.5253446,20,255,2,1
1746066254.6061194,20,255,2,1
1746066254.6650224,21,255,2,1
1746066254.7355328,22,255,2,1
1746066254.7978058,22,255,2,1
1746066254.8580046,23,255,2,1
1746066254.9417026,23,255,2,1
1746066255.0079439,24,255,2,1
1746066255.0676987,25,255,2,1
1746066255.1356053,25,255,2,1
1746066255.1967645,26,255,2,1
1746066255.2708397,27,255,2,1
1746066255.3177416,27,255,2,1
1746066255.4052184,28,255,2,1
1746066255.4720988,28,255,2,1
1746066255.548079,29,255,2,1
1746066255.6069567,30,255,2,1
1746066255.6745741,30,255,2,1
1746066255.7121205,30,255,2,0
1746066255.8055933,30,255,3,0
1746066255.9449873,30,245,3,0
1746066256.0354185,30,235,3,0
1746066256.1261227,30,225,3,0
1746066256.2179706,30,215,3,0
1746066256.305084,30,205,3,0
1746066256.4050221,30,195,3,0
1746066256.4940224,30,185,3,0
1746066256.5777247,30,175,3,0
1746066256.6694603,30,165,3,0
1746066256.7721403,30,155,3,0
1746066256.8623745,29,145,3,0
1746066256.946866,29,135,3,0
1746066257.0417135,29,125,3,0
1746066257.143084,29,115,3,0
1746066257.232541,29,105,3,0
1746066257.3162534,29,95,3,0
1746066257.4018729,29,85,3,0
1746066257.5059423,29,75,3,0
1746066257.5958197,29,65,3,0
1746066257.686808,29,55,3,0
1746066257.7710388,29,45,3,0
1746066257.8724453,29,35,3,0
1746066257.957767,29,25,3,0
1746066258.0477228,29,15,3,0
1746066258.1765358,29,5,3,0
1746066258.271207,29,0,3,0
1746066258.3888085,28,0,0,0
1746066258.4423358,28,0,0,0
1746066258.510339,28,0,0,0
1746066258.6075122,28,0,0,0
1746066258.690881,28,0,0,0
1746066258.7189937,28,0,0,0
1746066258.7832737,28,0,0,0
1746066258.8458035,28,0,0,0
1746066258.9126575,28,0,0,0
1746066259.0061624,28,0,0,0
1746066259.0830786,28,0,0,0
1746066259.1251342,28,0,0,0
1746066259.1851478,28,0,0,0
1746066259.2509217,28,0,0,0
1746066259.3068714,28,0,0,0
1746066259.4048586,28,0,0,0
1746066259.4561388,27,0,0,0
1746066259.52208,27,0,0,0
1746066259.581873,27,0,0,0
1746066259.6427357,27,0,0,0
1746066259.7121358,27,0,0,0
1746066259.8179626,27,0,0,0
1746066259.8587754,27,0,0,0
1746066259.916878,27,0,0,0
1746066259.9866571,27,0,0,0
1746066260.0499775,27,0,0,0
1746066260.1129649,27,0,0,0
1746066260.1999254,27,0,0,0
1746066260.2513373,27,0,0,0
1746066260.3289618,27,0,0,0
1746066260.3837142,27,0,0,0
1746066260.4441488,27,0,0,0
1746066260.5141697,26,0,0,0
1746066260.6023428,26,0,0,0
1746066260.6542647,26,0,0,0
1746066260.7200198,26,0,0,0
1746066260.781346,26,0,0,0
1746066260.8493912,26,0,0,0
1746066260.914577,26,0,0,0
1746066260.9933896,26,0,0,0
1746066261.0626817,26,0,0,0
1746066261.12305,26,0,0,0
1746066261.1902616,26,0,0,0
1746066261.2512925,26,0,0,0
1746066261.3232255,26,0,0,0
1746066261.3943646,26,0,0,0
1746066261.455425,26,0,0,0
1746066261.5193288,26,0,0,0
1746066261.5863414,25,0,0,0
1746066261.651934,25,0,0,0
1746066261.730207,25,0,0,0
1746066261.7988348,25,0,0,0
1746066261.8593004,25,0,0,0
1746066261.9223237,25,0,0,0
1746066261.9861965,25,0,0,0
1746066262.0628061,25,0,0,0
1746066262.1364403,25,0,0,0
1746066262.196305,25,0,0,0
1746066262.2584643,25,0,0,0
1746066262.317734,25,0,0,0
1746066262.3786864,25,0,0,1
1746066262.465893,26,0,0,1
1746066262.5295737,27,0,0,1
1746066262.5875943,27,0,0,1
1746066262.6567492,28,0,0,1
1746066262.7212508,29,0,0,1
1746066262.781025,29,0,0,1
1746066262.86293,30,0,0,1
1746066262.9267235,30,0,0,1
1746066262.9878335,31,0,0,1
1746066263.0562177,32,0,0,1
1746066263.1186724,32,0,0,1
1746066263.1991055,33,0,0,1
1746066263.2603054,34,0,0,1
1746066263.326078,34,0,0,1
1746066263.395132,35,0,0,1
1746066263.4558218,35,0,0,1
1746066263.5226111,36,0,0,1
1746066263.5975163,37,0,0,1
1746066263.6599903,37,0,0,1
1746066263.7288566,38,0,0,1
1746066263.7878442,39,0,0,1
1746066263.8614876,39,0,0,1
1746066263.9139023,39,0,0,0
1746066263.9954684,39,0,0,0
1746066264.0649946,39,0,0,0
1746066264.1287038,39,0,0,0
1746066264.19134,39,0,0,0
1746066264.253285,39,0,0,0
1746066264.3346932,39,0,0,0
1746066264.4029126,39,0,0,0
1746066264.4613779,39,0,0,0
1746066264.5281086,39,0,0,0
1746066264.5931425,38,0,0,0
1746066264.6526198,38,0,0,0
1746066264.7407115,38,0,0,0
1746066264.797967,38,0,0,0
1746066264.8699038,38,0,0,0
1746066264.9315686,38,0,0,0
1746066264.9865253,38,0,0,0
1746066265.0710802,38,0,0,0
1746066265.1430209,38,0,0,0
1746066265.2043347,38,0,0,0
1746066265.2623894,38,0,0,0
1746066265.3287444,38,0,0,0
1746066265.397824,38,0,0,0
1746066265.4709935,38,0,0,0
1746066265.5350084,38,0,0,0
1746066265.5997586,38,0,0,0
1746066265.6577578,37,0,0,0
1746066265.7355416,37,0,0,0
1746066265.7909908,37,0,0,0
1746066265.8719764,37,0,0,0
1746066265.941145,37,0,0,0
1746066266.0061872,37,0,0,0
1746066266.0661454,37,0,0,0
1746066266.1207666,37,0,0,0
1746066266.2114582,37,0,0,0
1746066266.2706952,37,0,0,0
1746066266.3345878,37,0,0,0
1746066266.4026532,37,0,0,0
1746066266.4622712,37,0,0,0
1746066266.526884,37,0,0,0
1746066266.5999131,37,0,0,0
1746066266.676202,37,0,0,0
1746066266.7356236,36,0,0,0
1746066266.798575,36,0,0,0
1746066266.863091,36,0,0,0
1746066266.926765,36,0,0,0
1746066267.006339,36,0,0,0
1746066267.0733705,36,0,0,0
1746066267.1488936,36,0,0,0
1746066267.2112727,36,0,0,0
1746066267.2712088,36,0,0,0
1746066267.338703,36,0,0,0
1746066267.4064064,36,0,0,0
1746066267.472401,36,0,0,0
1746066267.5354247,36,0,0,0
1746066267.5944998,36,0,0,0
1746066267.6600413,36,0,0,0
1746066267.7199023,36,0,0,0
1746066267.8033822,35,0,0,0
1746066267.8711603,35,0,0,0
1746066267.936047,35,0,0,0
1746066267.9978027,35,0,0,0
1746066268.0736465,35,0,0,0
1746066268.1190257,35,0,0,0
1746066268.2032158,35,0,0,0
1746066268.273647,35,0,0,0
1746066268.3348887,35,0,0,0
1746066268.4003327,35,0,0,0
1746066268.4832945,35,0,0,0
1746066268.5121653,35,0,0,0
1746066268.6100564,35,0,0,0
1746066268.6686301,35,0,0,0
1746066268.7341642,35,0,0,0
1746066268.7984195,35,0,0,0
1746066268.8577108,34,0,0,0
1746066268.9087784,34,0,0,0
1746066269.0047083,34,0,0,0
1746066269.0843036,34,0,0,0
1746066269.1339295,34,0,0,0
1746066269.2133038,34,0,0,0
1746066269.2513113,34,0,0,0
1746066269.3119142,34,0,0,0
1746066269.414039,34,0,0,0
1746066269.4735339,34,0,0,0
1746066269.53449,34,0,0,0
1746066269.6210916,34,0,0,0
1746066269.6556349,34,0,0,0
1746066269.7159388,34,0,0,0
1746066269.806967,34,0,0,0
1746066269.8809485,34,0,0,0
1746066269.9350872,33,0,0,0
1746066269.987641,33,0,0,0
1746066270.046339,33,0,0,0
1746066270.115636,33,0,0,0
1746066270.2116008,33,0,0,0
1746066270.274767,33,0,0,0
1746066270.3520925,33,0,0,0
1746066270.3838966,33,0,0,0
1746066270.4494586,33,0,0,0
1746066270.5125535,33,0,0,0
1746066270.6090498,33,0,0,0
1746066270.6731489,33,0,0,0
1746066270.729362,33,0,0,0
1746066270.783225,33,0,0,0
1746066270.8448226,33,0,0,0
1746066270.913181,33,0,0,0
1746066271.005166,32,0,0,0
1746066271.0781765,32,0,0,0
1746066271.1260085,32,0,0,0
1746066271.1896994,32,0,0,0
1746066271.2430933,32,0,0,0
1746066271.3121045,32,0,0,0
1746066271.4129047,32,0,0,0
1746066271.4878504,32,0,0,0
1746066271.5192983,32,0,0,0
1746066271.5786753,32,0,0,0
1746066271.6448941,32,0,0,0
1746066271.7097895,32,0,0,0
1746066271.8116076,32,0,0,0
1746066271.8566308,32,0,0,0
1746066271.912032,32,0,0,0
1746066271.9846442,32,0,0,0
1746066272.046052,31,0,0,0
1746066272.1157792,31,0,1,0
1746066272.2482536,31,10,1,0
1746066272.3506575,31,20,1,0
1746066272.4377694,31,30,1,0
1746066272.5250933,31,40,1,0
1746066272.6159728,31,50,1,0
1746066272.7200305,31,60,1,0
1746066272.8101854,31,70,1,0
1746066272.9003973,31,80,1,0
1746066272.9896848,31,90,1,0
1746066273.0898657,31,100,1,0
1746066273.1779304,31,110,1,0
1746066273.267759,31,120,1,0
1746066273.3604605,31,130,1,0
1746066273.4637337,31,140,1,0
1746066273.5496082,30,150,1,0
1746066273.6391287,30,160,1,0
1746066273.7284813,30,170,1,0
1746066273.8251393,30,180,1,0
1746066273.909278,30,190,1,0
1746066273.9962473,30,200,1,0
1746066274.083609,30,210,1,0
1746066274.1988664,30,220,1,0
1746066274.2859354,30,230,1,0
1746066274.3811762,30,240,1,0
1746066274.4956641,30,250,1,0
1746066274.584594,30,255,1,0
1746066274.6726933,30,255,1,0
1746066274.7663262,30,255,1,0
1746066274.8668869,30,255,1,0
1746066274.956652,30,255,1,0
1746066275.0435333,29,255,1,0
1746066275.1551118,29,255,1,0
1746066275.2421749,29,255,1,0
1746066275.331853,29,255,1,0
1746066275.4127197,29,255,1,0
1746066275.5240715,29,255,1,0
1746066275.6145737,29,255,1,0
1746066275.7026043,29,255,1,0
1746066275.7855442,29,255,1,0
1746066275.8945942,29,255,1,0
1746066275.9821591,29,255,1,0
1746066276.0636897,29,255,1,0
1746066276.1488883,29,255,1,0
1746066276.2523477,29,255,1,0
1746066276.3446417,29,255,1,0
1746066276.4331105,29,255,1,0
1746066276.521882,28,255,1,0
1746066276.6191475,28,255,1,0
1746066276.7045252,28,255,1,0
1746066276.7845442,28,255,1,0
1746066276.8750246,28,255,1,0
1746066276.9500475,28,255,1,0
1746066277.0527725,28,255,1,0
1746066277.1287525,28,255,1,0
1746066277.2102218,28,255,1,0
1746066277.2900448,28,255,1,0
1746066277.3711948,28,255,1,0
1746066277.4511752,28,255,1,0
1746066277.5277765,28,255,1,0
1746066277.6278176,28,255,1,0
1746066277.70768,28,255,1,0
1746066277.7810752,28,255,1,0
1746066277.8675795,27,255,1,0
1746066277.9481,27,255,1,0
1746066278.0262825,27,255,1,0
1746066278.1222641,27,255,1,0
1746066278.2008092,27,255,1,0
1746066278.2760637,27,255,1,0
1746066278.35387,27,255,1,0
1746066278.4298348,27,255,1,0
1746066278.5059345,27,255,1,0
1746066278.585919,27,255,1,0
1746066278.66304,27,255,1,0
1746066278.7583659,27,255,1,0
1746066278.8323455,27,255,1,0
1746066278.9099655,27,255,1,0
1746066278.9815953,27,255,1,0
1746066279.0625436,27,255,1,0
1746066279.1381195,26,255,1,0
1746066279.2091956,26,255,1,0
1746066279.2879238,26,255,1,0
1746066279.365907,26,255,1,0
1746066279.464094,26,255,1,0
1746066279.5591326,26,255,1,0
1746066279.6509173,26,255,1,0
1746066279.7448905,26,255,1,0
1746066279.850037,26,255,1,0
1746066279.9478319,26,255,1,0
1746066280.0417943,26,255,1,0
1746066280.1613102,26,255,1,0
1746066280.32129,26,255,1,0
1746066280.4177854,26,255,1,0
1746066280.5186515,26,255,1,0
1746066280.6178687,26,255,1,0
1746066280.7100046,25,255,1,0
1746066280.8032894,25,255,1,0
1746066280.9019454,25,255,1,0
1746066280.9999487,25,255,1,0
1746066281.0937414,25,255,1,0
1746066281.2083936,25,255,1,0
1746066281.3005404,25,255,1,0
1746066281.397291,25,255,1,0
1746066281.5182042,25,255,1,0
1746066281.6207554,25,255,1,0
1746066281.7255383,25,255,1,0
1746066281.819602,25,255,1,0
1746066281.9154947,25,255,1,0
1746066282.005126,25,255,1,0
1746066282.1000829,25,255,1,0
1746066282.1950636,25,255,1,0
1746066282.354678,24,255,1,0
1746066282.4512901,24,255,1,0
1746066282.5927231,24,255,1,0
1746066282.6848104,24,255,1,0
1746066282.797674,24,255,1,0
1746066282.9011872,24,255,1,0
1746066282.9995136,24,255,1,0
1746066283.1136296,24,255,1,0
1746066283.221183,24,255,1,0
1746066283.3194363,24,255,1,0
1746066283.4196951,24,255,1,0
1746066283.5174172,24,255,1,0
1746066283.6511316,24,255,1,0
1746066283.7587674,24,255,1,0
1746066283.8756824,24,255,1,0
1746066283.9787424,24,255,1,0
1746066284.095853,23,255,1,0
1746066284.2044625,23,255,1,0
1746066284.3045318,23,255,1,0
1746066284.405068,23,255,1,0
1746066284.5271316,23,255,1,0
1746066284.647175,23,255,1,0
1746066284.7552953,23,255,1,0
1746066284.8787484,23,255,1,0
1746066284.9711235,23,255,1,0
1746066285.0735598,23,255,1,0
1746066285.219248,23,255,1,0
1746066285.3240547,23,255,1,0
1746066285.4211009,23,255,1,0
1746066285.5206337,23,255,1,0
1746066285.6611848,23,255,1,0
1746066285.7558944,23,255,1,0
1746066285.8753102,22,255,1,0
1746066285.9767115,22,255,1,0
1746066286.0733473,22,255,1,0
1746066286.1736732,22,255,1,0
1746066286.2664201,22,255,1,0
1746066286.3579557,22,255,1,0
1746066286.4584045,22,255,1,0
1746066286.5524995,22,255,1,0
1746066286.6543486,22,255,1,0
1746066286.76857,22,255,1,0
1746066286.9166596,22,255,1,0
1746066287.0155535,22,255,1,0
1746066287.114785,22,255,1,0
1746066287.231333,22,255,1,0
1746066287.3750858,22,255,1,0
1746066287.4757454,22,255,1,0
1746066287.5751243,21,255,1,0
1746066287.677183,21,255,1,0
1746066287.7856436,21,255,1,0
1746066287.8847036,21,255,1,0
1746066288.0004375,21,255,1,0
1746066288.0865846,21,255,1,0
1746066288.1674526,21,255,1,0
1746066288.2523131,21,255,1,0
1746066288.3513443,21,255,1,0
1746066288.437675,21,255,1,0
1746066288.5203536,21,255,1,0
1746066288.621286,21,255,1,0
1746066288.7172785,21,255,1,0
1746066288.7993145,21,255,1,0
1746066288.8996944,21,255,1,0
1746066288.9854448,21,255,1,0
1746066289.0882862,20,255,1,0
1746066289.185646,20,255,1,0
1746066289.2859626,20,255,1,0
1746066289.4072416,20,255,1,0
1746066289.5127366,20,255,1,0
1746066289.625201,20,255,1,0
1746066289.7377253,20,255,1,0
1746066289.8539884,20,255,1,0
1746066289.9955678,20,255,1,0
1746066290.1111653,20,255,1,0
1746066290.2187216,20,255,1,0
1746066290.319438,20,255,1,0
1746066290.4330208,20,255,1,0
1746066290.5392768,20,255,1,0
1746066290.6505613,20,255,1,0
1746066290.753444,20,255,1,0
1746066290.8464315,19,255,1,0
1746066290.9464147,19,255,1,0
1746066291.049478,19,255,1,0
1746066291.1798675,19,255,1,0
1746066291.2796261,19,255,1,0
1746066291.3715148,19,255,1,0
1746066291.4854896,19,255,1,0
1746066291.6423616,19,255,1,0
1746066291.7371595,19,255,1,0
1746066291.893771,19,255,1,0
1746066291.99239,19,255,1,0
1746066292.1103926,19,255,1,0
1746066292.2112262,19,255,1,0
1746066292.314318,19,255,1,0
1746066292.4125028,19,255,1,1
1746066292.4581213,20,255,2,1
